"<span>proper names</span>","<span>NEC+</span>","<span>Designation</span>","<span>HIP</span>","<span>Bayer ID</span>","<span>Simbad spelling</span>","<span>Constellation</span>","<span>Origin</span>","<span>Language</span>","<span>Reference</span>","<span>Date of Adoption</span>"
"Megrez","4,666","HR 4660","59774","δ UMa","Megrez","UMa","Applied in recent times from an abbreviation of its name for the Arabic Almagest period maghriz al-dubb al-akbar, ""the Root (of the tail) of the Greater Bear.""","Arabic","Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.","2016/06/30"
"Menkar","949","HR 911","14135","α Cet","Menkar","Cet","From the Arabic word al-minkhar, ""the nostrils,"" used in the Arabic Almagest in describing λ Cet. Wrongly applied as a star name to α Cet (properly on the ""jaw"") in a Medieval Latin star table.","Arabic","Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.","2016/06/30"
"Merak","4,290","HR 4295","53910","β UMa","Merak","UMa","Applied in recent times from an abbreviation of its name for the Arabic Almagest period maraqq al-dubb al-akbar, ""the Flank (or Groin) of the Greater Bear.""","Arabic","Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.","2016/06/30"
"Mira","624","HR 681","10826","ο Cet","Mira","Cet","Its Latin name since Early Modern times meaning ""the Amazing One"", as taken from Historiola Mirae Stellae - the title of a work describing the amazing variability of this star (written by Hevelius in 1662).","Latin","Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.","2016/06/30"
"Mirach","365","HR 337","5447","β And","Mirach","And","Ultimately from the Arabic word al-mi)zar, ""the girdle"" or ""loin cloth"", used in the Arabic Almagest in describing this star. The correct transliteration of the word in the Medieval Latin Almagest was mizar, which was occasionally misspelled as mirac, mirat, etc. These corruptions, taken as proper names for β And, were correctly attributed to al-mi)zar by Early Modern scholars. Subsequently one of the misspellings, ""Mirach"", gained more popularity over the correct ""Mizar"", to beome the preferred modern name.","Arabic","Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.","2016/06/30"
"Mizar","4,941","HR 5054","65378","ζ UMa","Mizar","UMa","Ultimately from the Arabic word al-maraqq, ""the Groin,"" used in the Arabic Almagest in describing β UMa. Correct transliterations of almaraqq in the Medieval Latin Almagest were mirac and mirach. However, Early Modern scholars confused these words with the Arabic word mi'zar, which had equally been transliterated and corrupted in Latin as mirac, mirach, etc. Subsequently the mistaken mi'zar, written as ""Mizar,"" was applied as a star name to β UMa, and it became transferred to ζ UMa in late Early Modern times.","Arabic","Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.","2016/06/30"
"Pleione","1,222","HR 1180","17851","28 Tau","Pleione","Tau","These names were individually applied in Early Modern times from a family of characters in Greek mythology: Atlas, Pleione and their seven daughters, the Pleiades.","Greek","Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.","2016/06/30"
"Polaris","776","HR 424","11767","α UMi","Polaris","UMi","A Latin adjective meaning ""of the pole"" (related to the noun polus, ""the pole""). Applied as a star name to α UMi in Early Modern times, it reflects the star's temporary proximity to the north celestial pole.","Latin","Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.","2016/06/30"
"Procyon","2,922","HR 2943","37279","α CMi","Procyon","CMi","From its ancient Greek name Προκύων, ""the One Preceding the Dog"", referring to its rising shortly before the ""Dog Star"", Sirius. Reapplied in Early Modern times.","Greek","Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.","2016/06/30"
"Rasalgethi","6,357","* alf Her","84345","α1 Her","Rasalgethi","Her","Applied with various spellings since medieval times, from its name for the Arabic Almagest period ra's al-jathi, ""the Kneeler's Head.""","Arabic","Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.","2016/06/30"
"Regulus","3,957","HR 3982","49669","α Leo","Regulus","Leo","The name is a Latin translation of the ancient Greek name for this star: βασιλίσκος, ""the (little) King"" or ""the Kingly One"", which is a translation of the Sumerian name of the star: LUGAL (The King). The Romans, following the Greeks, called the star stella regia, ""the Royal Star"". Later, the Medieval Latin Almagest, translating from the Arabic (where in one version the original Greek diminutive had been lost), had rex, ""the King"". The form ""Regulus"" (again, the [little] King"") first appears in 1522, obviously formed by some Early Modern scholar after the Greek diminutive name.","Latin","MUL.APIN I i 9 (Hunger and Steele 2019). Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.","2016/06/30"
"Rigel","1,731","HR 1713","24436","β Ori","Rigel","Ori","From an abbrevation of its pre-Islamic Arabian (and Arabic) name rijl al-jauza', the Foot of al-jauza'."" ""Rigel"" is one of the oldest Arabic star names applied in the West, from the end of the 10th century A.D.","Arabic","Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.","2016/06/30"
"Scheat","8,748","HR 8775","113881","β Peg","Scheat","Peg","From the Arabic word al-saq, ""the shin,"" used in the Arabic Almagest in describing δ Aqr. Wrongly transferred as a star name to β Peg in late medieval times.","Arabic","Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.","2016/06/30"
"Sirius","2,486","HR 2491","32349","α CMa","Sirius","CMa","From its ancient Greek name Σείριος, ""the Scorching one"", or ""Brilliant One"", appropriate for this brightest of the fixed stars. Reapplied in Early Modern times.","Greek","Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.","2016/06/30"
"Spica","5,061","HR 5056","65474","α Vir","Spica","Vir","Its ancient Roman name meaning ""the Ear of Grain"", after the star's Greek name στάχυς of identical meaning (in turn having obvious origins among the Babylonians and Sumerians). Reapplied in Early Modern times.","Latin","Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.","2016/06/30"
"Thuban","5,278","HR 5291","68756","α Dra","Thuban","Dra","The formation of this name begins with the name for the Arabic Almagest period for γ Dra: ra's al-tinnin, ""the Serpent's Head."" In medieval times this was transliterated into Latin as raztaben, rahtaben, razcaben, and several other corruptions (eventually leading to the name for β Dra). By Early Modern times the form Rastaben had appeared, and this name was erroneously attributed, in its last part, to the Arabic word thu'ban, ""serpent"", rather than to al-tinnin (subsequently thu<ban was wrongly regarded as a name for the Arabic Almagest period for the constellation Draco). Finally in recent times, the erroneous word, written as ""Thuban,"" was applied as a star name to α Dra.","Arabic","Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.","2016/06/30"
"Vega","7,022","HR 7001","91262","α Lyr","Vega","Lyr","Applied in medieval times from an abbreviation of its pre-Islamic Arabian name alnasr al-waqi', ""the Swooping Eagle (or Vulture),"" alternatively used as an asterism name for α, ε, and ζ Lyr. ""Vega"" is one of the oldest Arabic star names applied in the West, from the end of the 10th century A.D.","Arabic","Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.","2016/06/30"
"Ain","1,449","HR 1409","20889","ε Tau","Ain","Tau","From an abbreviation of the name for the Arabic Almagest period ain al-thaur ""the Bull's Eye,"" for a Tau. Applied to ε Tau in recent times (Ptolemy had α Tau the southern eye, and ε  Tau on the northern eye).","Arabic","Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.","2015/12/15"
"Cervantes","6,653","HR 6585","86796","μ Ara","Cervantes","Ara","Miguel de Cervantes Saavedra (1547-1616) was a famous Spanish writer and author of ""El Ingenioso Hidalgo Don Quixote de la Mancha"".","Spanish","2015 NameExoWorlds","2015/12/15"
"Chalawan","3,934","HR 4277","53721","47 UMa","Chalawan","UMa","Chalawan is a mythological crocodile king from a Thai folktale.","Thai","2015 NameExoWorlds","2015/12/15"
"Edasich","5,741","HR 5744","75458","ι Dra","Edasich","Dra","Applied in recent times from its pre-Islamic Arabian name al-dhikh, ""the Male Hyena.""","Arabic","Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.","2015/12/15"
"Errai","8,742","HR 8974","116727","γ Cep","Errai","Cep","Applied in recent times from its pre-Islamic Arabian name al-ra'i, ""the Shepherd"". This shepherd, with the sheep he attended (al-aghnam, marked by the various dim stars nearby), and the shepherd's dog (kalb al-ra'i,marked by 28/29 [ρ] Cep), seem to form a complete group of pre-Islamic Arabian figures.","Arabic","Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.","2015/12/15"
"Fafnir","6,945","HR 6945","90344","42 Dra","Fafnir","Dra","Fafnir was a Norse mythological dwarf who turned into a dragon.","Old Norse","2015 NameExoWorlds","2015/12/15"
"Fomalhaut","8,710","HR 8728","113368","α PsA","Fomalhaut","PsA","Applied with various spellings since medieval times, from an abbreviation of its name for the Arabic Almagest period fam al-but al-janubi, ""the Mouth of the Southern Fish.""","Arabic","Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.","2015/12/15"
"Helvetios","8,708","HR 8729","113357","51 Peg","Helvetios","Peg","Helvetios is the Latin for ""the Helvetian"" and refers to the Celtic tribe that lived in Switzerland during the Middle Ages.","Latin","2015 NameExoWorlds","2015/12/15"
"Intercrus","3,730","HR 3743","46471","","Intercrus","UMa","Intercrus means ""between the legs"" in Latin style, referring to the star's position in the constellation Ursa Major.","Latin","2015 NameExoWorlds","2015/12/15"
"Libertas","7,581","HR 7595","97938","ξ Aql","Libertas","Aql","Libertas is Latin for ""liberty"". Liberty refers to social and political freedoms, and a reminder that there are people derived of liberty in the world even today. The constellation Aquila represents an eagle - a popular symbol of liberty.","Latin","2015 NameExoWorlds","2015/12/15"
"Lich","10,071","PSR B1257+12","","","Lich","Vir","Lich is a fictional undead creature known for controlling other undead creatures with magic.","fictional","2015 NameExoWorlds","2015/12/15"
"Musica","8,014","HR 8030","103527","18 Del","Musica","Del","Musica is Latin for ""music"".","Latin","2015 NameExoWorlds","2015/12/15"
"Ogma","10,090","HD 149026","80838","","Ogma","Her","Ogma was a deity of eloquence, writing, and great physical strength in the Celtic mythologies of Ireland and Scotland, and may be related to the Gallo-Roman deity ""Ogmios"".","NEWC","2015 NameExoWorlds","2015/12/15"
"Pollux","2,980","HR 2990","37826","β Gem","Pollux","Gem","This is the classical Latin form of its ancient Greek name Πολυδεύκης, a character in Greek mythology, the twin of Castor (α Gem). Reapplied in Early Modern times.","Greek","Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.","2015/12/15"
"Ran","1,123","HR 1084","16537","ε Eri","Ran","Eri","Ran is the Norse goddess of the sea, who stirs up the waves and captures sailors with her net.","Old Norse","2015 NameExoWorlds","2015/12/15"
"Titawin","495","HR 458","7513","υ And","Titawin","And","Titawin (also known as Medina of Tetouan) is a settlement in northern Morocco and UNESCO World Heritage Site. Historically it was an important point of contact between two civilizations (Spanish and Arab) and two continents (Europe and Africa) after the 8th century.","Amazigh","2015 NameExoWorlds","2015/12/15"
"Veritate","8,738","HR 8930","116076","14 And","Veritate","And","From the latin ""Veritas"", truth. The ablative form means ""where there is truth"".","Latin","2015 NameExoWorlds","2015/12/15"
